tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-520,Roland Garros,Clay,128,G,20190527,1125,111575,10,,Karen Khachanov,R,198,RUS,23,105649,,,Cedrik Marcel Stebe,L,183,GER,28.6,6-1 6-1 6-4,5,R128,97,4,5,86,55,39,18,12,5,5,3,3,65,41,24,8,12,4,10,11,2800,,
2019-520,Roland Garros,Clay,128,G,20190527,1126,106296,,WC,Gregoire Barrere,R,183,FRA,25.2,105051,,,Matthew Ebden,R,188,AUS,31.4,6-3 5-7 7-5 6-1,5,R128,150,12,7,123,79,60,20,20,6,10,6,11,133,85,56,18,20,10,18,127,438,64,806
2019-520,Roland Garros,Clay,128,G,20190527,1127,105373,,,Martin Klizan,L,191,SVK,29.8,105062,,,Mikhail Kukushkin,R,183,KAZ,31.4,3-6 5-7 6-4 6-2 6-3,5,R128,226,5,8,151,96,71,24,24,7,11,2,1,144,97,59,30,24,7,13,55,883,51,955
2019-520,Roland Garros,Clay,128,G,20190527,1128,106298,22,,Lucas Pouille,R,185,FRA,25.2,104620,,Q,Simone Bolelli,R,183,ITA,33.6,6-3 6-4 7-5,5,R128,116,4,3,85,51,47,21,16,2,2,2,1,89,56,39,18,15,3,6,26,1385,187,272
2019-520,Roland Garros,Clay,128,G,20190527,1129,111442,,,Jordan Thompson,R,183,AUS,25.1,200221,,LL,Alejandro Davidovich Fokina,R,183,ESP,19.9,6-3 6-2 7-6(3),5,R128,128,4,0,94,68,51,15,15,4,6,0,4,103,72,44,13,14,5,10,69,757,133,418
2019-520,Roland Garros,Clay,128,G,20190527,1130,103333,,,Ivo Karlovic,R,208,CRO,40.2,103852,,,Feliciano Lopez,L,188,ESP,37.6,7-6(4) 7-5 6-7(7) 7-5,5,R128,186,35,7,163,113,88,26,24,5,6,14,1,136,78,64,37,24,2,5,94,599,108,530
2019-520,Roland Garros,Clay,128,G,20190527,1131,106415,,,Yoshihito Nishioka,L,170,JPN,23.6,111456,,,Mackenzie Mcdonald,R,178,USA,24.1,6-7(7) 6-0 4-6 6-2 6-3,5,R128,188,1,5,141,94,67,30,23,9,12,17,3,148,95,65,19,22,13,21,72,741,66,796
2019-520,Roland Garros,Clay,128,G,20190527,1132,105223,8,,Juan Martin del Potro,R,198,ARG,30.6,111797,,,Nicolas Jarry,R,201,CHI,23.6,3-6 6-2 6-1 6-4,5,R128,127,8,2,98,68,50,19,17,2,3,9,5,104,68,45,18,17,10,15,9,3235,58,855
2019-520,Roland Garros,Clay,128,G,20190527,1133,126774,6,,Stefanos Tsitsipas,R,193,GRE,20.7,109739,,,Maximilian Marterer,L,188,GER,23.9,6-2 6-2 7-6(4),5,R128,108,3,2,76,46,42,20,14,0,0,6,3,83,55,37,12,14,2,6,6,4080,116,493
2019-520,Roland Garros,Clay,128,G,20190527,1134,106198,,,Hugo Dellien,R,180,BOL,25.9,105432,,,Prajnesh Gunneswaran,L,188,IND,29.5,6-1 6-3 6-1,5,R128,75,5,0,68,55,44,7,12,3,3,2,1,60,40,21,8,11,2,8,86,651,88,629
2019-520,Roland Garros,Clay,128,G,20190527,1135,106148,,,Roberto Carballes Baena,R,183,ESP,26.1,124186,,Q,Alexandre Muller,R,183,FRA,22.3,6-4 6-4 6-2,5,R128,114,3,3,83,57,38,16,14,5,8,3,5,80,45,24,16,14,6,13,76,707,304,111
2019-520,Roland Garros,Clay,128,G,20190527,1136,105936,,,Filip Krajinovic,R,185,SRB,27.2,126207,32,,Frances Tiafoe,R,188,USA,21.3,6-2 4-6 6-3 3-6 6-0,5,R128,173,16,1,133,94,62,29,21,8,10,8,5,130,72,48,30,21,4,10,60,838,34,1230
2019-520,Roland Garros,Clay,128,G,20190527,1137,104527,24,,Stan Wawrinka,R,183,SUI,34.1,106075,,,Jozef Kovalik,R,183,SVK,26.5,6-1 6-7(3) 6-2 6-3,5,R128,142,19,0,112,69,53,30,18,3,3,3,2,104,62,43,26,18,3,8,28,1365,132,420
2019-520,Roland Garros,Clay,128,G,20190527,1138,106426,,,Cristian Garin,R,185,CHI,22.9,124187,,,Reilly Opelka,R,211,USA,21.7,7-6(0) 7-5 7-6(7),5,R128,167,6,1,126,84,62,26,18,6,6,18,5,127,78,60,23,18,7,8,37,1201,59,853
2019-520,Roland Garros,Clay,128,G,20190527,1139,105777,,,Grigor Dimitrov,R,191,BUL,28,104386,,,Janko Tipsarevic,R,180,SRB,34.9,6-3 6-0 3-6 6-7(4) 6-4,5,R128,182,12,8,136,91,68,21,23,5,10,3,4,146,87,55,28,23,8,17,46,997,303,115
2019-520,Roland Garros,Clay,128,G,20190527,1140,105227,11,,Marin Cilic,R,198,CRO,30.6,105341,,,Thomas Fabbiano,R,173,ITA,30,6-3 7-5 6-1,5,R128,130,13,5,78,45,39,13,14,5,8,0,3,104,75,42,8,14,12,20,13,2710,96,592
2019-520,Roland Garros,Clay,128,G,20190527,1141,103917,,WC,Nicolas Mahut,R,191,FRA,37.3,106065,16,WC,Marco Cecchinato,R,185,ITA,26.6,2-6 6-7(6) 6-4 6-2 6-4,5,R128,198,10,1,154,89,68,35,24,8,11,6,2,144,98,68,23,24,5,10,252,182,19,1840
2019-520,Roland Garros,Clay,128,G,20190527,1142,104259,,,Philipp Kohlschreiber,R,178,GER,35.6,104898,,,Robin Haase,R,191,NED,32.1,6-4 6-4 6-7(5) 6-1,5,R128,186,4,1,151,88,65,35,20,6,7,7,3,128,61,43,33,19,4,9,54,895,67,781
2019-520,Roland Garros,Clay,128,G,20190527,1143,104919,,,Leonardo Mayer,R,188,ARG,32,106210,,,Jiri Vesely,L,198,CZE,25.8,7-6(3) 6-3 6-0,5,R128,129,14,4,78,46,34,19,14,3,6,4,8,101,61,34,14,13,6,14,68,770,105,546
2019-520,Roland Garros,Clay,128,G,20190527,1144,106043,17,,Diego Schwartzman,R,170,ARG,26.7,105916,,,Marton Fucsovics,R,188,HUN,27.2,6-3 3-6 7-6(7) 2-6 6-2,5,R128,221,3,4,159,115,72,14,23,7,17,2,5,155,101,63,16,23,13,23,20,1755,50,965
2019-520,Roland Garros,Clay,128,G,20190527,1145,126610,29,,Matteo Berrettini,R,196,ITA,23.1,104665,,,Pablo Andujar,R,180,ESP,33.3,6-7(3) 6-4 6-4 6-2,5,R128,208,5,1,137,82,59,29,20,9,11,2,6,131,81,51,24,20,6,12,31,1320,93,602
2019-520,Roland Garros,Clay,128,G,20190527,1146,134770,,,Casper Ruud,R,183,NOR,20.4,105208,,,Ernests Gulbis,R,190,LAT,30.7,6-2 7-6(2) 6-0,5,R128,133,6,5,77,56,45,12,13,5,6,6,11,87,41,32,13,13,1,7,63,810,79,687
2019-520,Roland Garros,Clay,128,G,20190527,1147,106214,,LL,Oscar Otte,R,193,GER,25.8,104291,,LL,Malek Jaziri,R,185,TUN,35.3,6-3 6-1 4-6 6-0,5,R128,127,11,3,100,57,41,25,16,4,6,0,6,105,52,32,21,16,8,16,144,391,92,602
2019-520,Roland Garros,Clay,128,G,20190527,1148,103819,3,,Roger Federer,R,185,SUI,37.7,132283,,,Lorenzo Sonego,R,191,ITA,24,6-2 6-4 6-4,5,R128,101,5,2,70,52,44,11,14,3,4,3,0,92,59,37,14,14,6,11,3,5950,74,732
2019-520,Roland Garros,Clay,128,G,20190527,1149,105453,7,,Kei Nishikori,R,178,JPN,29.4,111460,,WC,Quentin Halys,R,191,FRA,22.5,6-2 6-3 6-4,5,R128,119,3,6,78,49,35,14,14,1,4,6,10,93,41,26,17,13,11,19,7,3860,151,376
2019-520,Roland Garros,Clay,128,G,20190527,1150,104542,,,Jo-Wilfried Tsonga,R,188,FRA,34.1,105376,,,Peter Gojowczyk,R,188,GER,29.8,7-6(4) 6-1 4-6 6-3,5,R128,141,5,1,107,66,50,24,19,3,7,8,3,119,67,41,23,19,2,9,82,670,121,465
2019-520,Roland Garros,Clay,128,G,20190527,1151,200615,,WC,Alexei Popyrin,R,196,AUS,19.8,200005,,,Ugo Humbert,L,188,FRA,20.9,3-6 6-3 7-6(10) 6-3,5,R128,172,12,6,132,83,68,23,20,7,9,7,4,122,75,52,33,19,7,10,109,520,61,827
2019-520,Roland Garros,Clay,128,G,20190527,1152,111513,31,,Laslo Djere,R,188,SRB,23.9,105077,,,Albert Ramos,L,188,ESP,31.3,6-3 6-2 7-6(2),5,R128,133,3,4,97,62,46,19,15,9,10,2,2,88,60,38,13,14,3,8,32,1314,87,640
2019-520,Roland Garros,Clay,128,G,20190527,1153,200282,21,,Alex De Minaur,R,183,AUS,20.2,105614,,,Bradley Klahn,L,183,USA,28.7,6-1 6-4 6-4,5,R128,102,3,5,72,40,34,23,14,2,2,5,3,91,49,31,21,13,8,12,25,1410,89,618
2019-520,Roland Garros,Clay,128,G,20190527,1154,105807,,,Pablo Carreno Busta,R,188,ESP,27.8,105311,,,Joao Sousa,R,185,POR,30.1,6-3 6-1 6-2,5,R128,102,9,1,74,45,36,18,12,2,2,4,1,74,46,28,9,12,5,11,57,860,70,750
2019-520,Roland Garros,Clay,128,G,20190527,1155,105332,,,Benoit Paire,R,196,FRA,30,105657,,,Marius Copil,R,191,ROU,28.6,6-4 6-7(5) 6-0 6-1,5,R128,138,12,9,118,54,48,35,18,8,8,7,4,121,67,42,29,17,7,13,38,1168,83,667
2019-520,Roland Garros,Clay,128,G,20190527,1156,105732,,,Pierre Hugues Herbert,R,188,FRA,28.1,106421,12,,Daniil Medvedev,R,198,RUS,23.2,4-6 4-6 6-3 6-2 7-5,5,R128,234,3,4,171,111,75,28,25,18,23,2,9,149,95,62,28,24,9,16,43,1053,14,2625
2019-520,Roland Garros,Clay,128,G,20190527,1157,106228,,,Juan Ignacio Londero,R,180,ARG,25.7,105932,15,,Nikoloz Basilashvili,R,185,GEO,27.2,6-4 6-1 6-3,5,R128,88,8,4,69,44,33,19,13,3,4,2,4,84,53,30,13,13,2,8,78,695,16,1970
2019-520,Roland Garros,Clay,128,G,20190527,1158,104755,,,Richard Gasquet,R,183,FRA,32.9,104999,,,Mischa Zverev,L,190,GER,31.7,6-3 6-4 6-3,5,R128,99,7,2,73,44,37,17,14,1,2,3,1,85,61,38,12,14,6,11,39,1125,102,570
2019-520,Roland Garros,Clay,128,G,20190527,1159,144895,,WC,Corentin Moutet,L,180,FRA,20.1,106072,,Q,Alexey Vatutin,R,178,RUS,26.5,6-4 7-6(6) 6-4,5,R128,137,3,2,105,66,39,19,16,6,12,1,3,107,62,32,21,16,4,12,110,515,212,234
2019-520,Roland Garros,Clay,128,G,20190527,1160,105550,19,,Guido Pella,L,183,ARG,29,105819,,,Guido Andreozzi,R,183,ARG,27.8,7-6(2) 6-4 1-6 6-1,5,R128,178,8,2,116,78,57,19,18,0,3,2,5,127,77,52,22,18,8,12,23,1460,101,572
2019-520,Roland Garros,Clay,128,G,20190527,1161,105676,27,,David Goffin,R,180,BEL,28.4,105575,,,Ricardas Berankis,R,175,LTU,28.9,6-0 6-2 6-2,5,R128,84,10,2,67,38,31,14,11,2,3,1,3,63,40,15,9,11,1,9,29,1325,73,734
2019-520,Roland Garros,Clay,128,G,20190527,1162,200175,,,Miomir Kecmanovic,R,183,SRB,19.7,106045,,,Denis Kudla,R,180,USA,26.7,6-0 6-7(7) 5-7 6-3 6-4,5,R128,193,3,2,156,89,64,38,25,8,13,12,5,136,82,58,29,24,10,19,85,656,81,675
2019-520,Roland Garros,Clay,128,G,20190527,1163,120424,,Q,Yannick Maden,R,185,GER,29.5,106293,,Q,Kimmer Coppejans,R,178,BEL,25.2,7-6(0) 7-5 6-3,5,R128,186,1,1,129,88,51,21,17,7,13,1,2,101,58,35,15,16,9,17,114,504,178,286
2019-520,Roland Garros,Clay,128,G,20190527,1164,104745,2,,Rafael Nadal,L,185,ESP,32.9,105870,,Q,Yannick Hanfmann,R,193,GER,27.5,6-2 6-1 6-3,5,R128,117,5,2,68,47,39,13,12,4,4,2,2,84,48,27,15,12,4,10,2,7945,180,284
2019-520,Roland Garros,Clay,128,G,20190527,1201,104925,1,,Novak Djokovic,R,188,SRB,32,105967,,LL,Henri Laaksonen,R,185,SUI,27.1,6-1 6-4 6-3,5,R64,93,4,2,66,44,36,12,13,0,1,6,1,82,50,32,13,13,4,10,1,12355,104,548
2019-520,Roland Garros,Clay,128,G,20190527,1202,106099,,Q,Salvatore Caruso,R,185,ITA,26.4,104468,26,,Gilles Simon,R,183,FRA,34.4,6-1 6-2 6-4,5,R64,138,0,1,98,76,51,13,13,8,9,6,2,77,43,29,12,12,7,13,147,388,33,1235
2019-520,Roland Garros,Clay,128,G,20190527,1203,105526,,,Jan Lennard Struff,R,193,GER,29,105430,,,Radu Albot,R,175,MDA,29.5,7-6(2) 7-6(3) 6-7(4) 6-2,5,R64,194,15,3,145,79,65,33,22,4,7,6,3,155,109,69,24,22,8,13,45,1035,40,1101
2019-520,Roland Garros,Clay,128,G,20190527,1204,106432,13,,Borna Coric,R,188,CRO,22.5,144750,,,Lloyd Harris,R,193,RSA,22.2,6-2 6-3 7-6(2),5,R64,125,5,1,82,49,38,23,15,2,3,7,3,90,59,39,14,14,4,9,15,2525,90,617
2019-520,Roland Garros,Clay,128,G,20190527,1205,104926,9,,Fabio Fognini,R,178,ITA,32,105643,,,Federico Delbonis,L,193,ARG,28.6,6-4 3-6 6-3 6-3,5,R64,144,1,2,123,89,55,22,19,8,12,4,3,104,68,46,15,18,4,11,12,2785,75,731
2019-520,Roland Garros,Clay,128,G,20190527,1206,105138,18,,Roberto Bautista Agut,R,183,ESP,31.1,126203,,,Taylor Fritz,R,196,USA,21.5,6-2 6-3 6-2,5,R64,88,4,2,67,42,37,13,13,1,2,11,4,71,36,26,11,12,4,10,21,1690,42,1055
2019-520,Roland Garros,Clay,128,G,20190527,1207,105583,30,,Dusan Lajovic,R,183,SRB,28.9,200611,,Q,Elliot Benchetrit,R,193,MAR,20.6,6-3 6-3 6-4,5,R64,98,3,0,77,58,45,14,14,5,6,6,3,85,55,36,15,14,5,10,35,1226,273,151
2019-520,Roland Garros,Clay,128,G,20190527,1208,100644,5,,Alexander Zverev,R,198,GER,22,144707,,Q,Mikael Ymer,R,183,SWE,20.7,6-1 6-3 7-6(3),5,R64,119,12,3,88,58,48,15,14,3,4,0,1,93,67,37,17,14,6,11,5,4360,148,386
2019-520,Roland Garros,Clay,128,G,20190527,1209,106233,4,,Dominic Thiem,R,185,AUT,25.7,122330,,,Alexander Bublik,R,196,KAZ,21.9,6-3 6-7(6) 6-3 7-5,5,R64,150,6,3,131,84,70,23,21,6,8,16,7,129,76,60,20,21,6,11,4,4685,91,616
2019-520,Roland Garros,Clay,128,G,20190527,1210,104655,,,Pablo Cuevas,R,180,URU,33.3,106378,28,,Kyle Edmund,R,188,GBR,24.3,7-6(3) 6-3 2-1 RET,5,R64,106,6,1,69,43,34,17,12,0,1,2,1,80,48,30,16,12,2,5,47,983,30,1325
2019-520,Roland Garros,Clay,128,G,20190527,1211,126156,,WC,Antoine Hoang,R,183,FRA,23.5,104269,23,,Fernando Verdasco,L,188,ESP,35.5,6-4 3-6 7-6(5) 7-5,5,R64,226,5,4,145,99,69,20,22,10,14,9,7,149,101,72,21,21,12,17,146,388,27,1370
2019-520,Roland Garros,Clay,128,G,20190527,1212,104792,14,,Gael Monfils,R,193,FRA,32.7,105173,,,Adrian Mannarino,L,180,FRA,30.9,6-3 6-4 6-4,5,R64,103,2,4,83,54,43,13,15,4,6,2,0,81,45,31,15,14,3,8,17,1965,48,976
2019-520,Roland Garros,Clay,128,G,20190527,1213,111575,10,,Karen Khachanov,R,198,RUS,23,106296,,WC,Gregoire Barrere,R,183,FRA,25.2,6-3 7-6(6) 0-6 7-5,5,R64,165,8,5,123,82,58,21,20,11,16,6,3,132,82,53,27,19,6,11,11,2800,127,438
2019-520,Roland Garros,Clay,128,G,20190527,1214,105373,,,Martin Klizan,L,191,SVK,29.8,106298,22,,Lucas Pouille,R,185,FRA,25.2,7-6(4) 2-6 6-3 3-6 9-7,5,R64,247,11,8,171,109,68,35,27,8,16,16,4,179,108,72,36,27,14,21,55,883,26,1385
2019-520,Roland Garros,Clay,128,G,20190527,1215,111442,,,Jordan Thompson,R,183,AUS,25.1,103333,,,Ivo Karlovic,R,208,CRO,40.2,6-3 6-4 6-7(2) 6-3,5,R64,151,5,2,107,87,71,16,20,0,0,23,5,123,80,61,20,20,5,8,69,757,94,599
2019-520,Roland Garros,Clay,128,G,20190527,1216,105223,8,,Juan Martin del Potro,R,198,ARG,30.6,106415,,,Yoshihito Nishioka,L,170,JPN,23.6,5-7 6-4 6-2 6-7(5) 6-2,5,R64,226,17,4,155,89,71,27,25,3,8,6,1,166,108,70,25,25,12,21,9,3235,72,741
2019-520,Roland Garros,Clay,128,G,20190527,1217,126774,6,,Stefanos Tsitsipas,R,193,GRE,20.7,106198,,,Hugo Dellien,R,180,BOL,25.9,4-6 6-0 6-3 7-5,5,R64,169,5,2,120,76,54,25,19,6,9,0,7,120,88,52,12,18,8,16,6,4080,86,651
2019-520,Roland Garros,Clay,128,G,20190527,1218,105936,,,Filip Krajinovic,R,185,SRB,27.2,106148,,,Roberto Carballes Baena,R,183,ESP,26.1,6-4 6-4 6-7(1) 3-6 8-6,5,R64,255,6,0,183,128,81,27,28,14,22,10,8,187,125,85,25,27,13,22,60,838,76,707
2019-520,Roland Garros,Clay,128,G,20190527,1219,104527,24,,Stan Wawrinka,R,183,SUI,34.1,106426,,,Cristian Garin,R,185,CHI,22.9,6-1 6-4 6-0,5,R64,100,7,1,77,44,32,21,12,5,5,2,2,80,45,30,10,11,9,15,28,1365,37,1201
2019-520,Roland Garros,Clay,128,G,20190527,1220,105777,,,Grigor Dimitrov,R,191,BUL,28,105227,11,,Marin Cilic,R,198,CRO,30.6,6-7(3) 6-4 4-6 7-6(2) 6-3,5,R64,263,15,10,172,110,85,29,27,6,9,13,10,184,97,70,49,26,13,18,46,997,13,2710
2019-520,Roland Garros,Clay,128,G,20190527,1221,103917,,WC,Nicolas Mahut,R,191,FRA,37.3,104259,,,Philipp Kohlschreiber,R,178,GER,35.6,6-3 6-3 6-3,5,R64,121,2,2,94,50,31,30,14,4,5,6,1,84,55,34,12,13,5,10,252,182,54,895
2019-520,Roland Garros,Clay,128,G,20190527,1222,104919,,,Leonardo Mayer,R,188,ARG,32,106043,17,,Diego Schwartzman,R,170,ARG,26.7,4-6 6-3 6-4 7-5,5,R64,187,15,7,129,77,63,24,21,8,10,4,3,143,96,62,26,20,9,13,68,770,20,1755
2019-520,Roland Garros,Clay,128,G,20190527,1223,134770,,,Casper Ruud,R,183,NOR,20.4,126610,29,,Matteo Berrettini,R,196,ITA,23.1,6-4 7-5 6-3,5,R64,141,4,2,103,65,50,23,16,4,5,4,1,107,68,44,18,15,11,15,63,810,31,1320
2019-520,Roland Garros,Clay,128,G,20190527,1224,103819,3,,Roger Federer,R,185,SUI,37.7,106214,,LL,Oscar Otte,R,193,GER,25.8,6-4 6-3 6-4,5,R64,96,5,0,82,62,47,15,15,4,4,4,3,78,40,28,22,14,1,4,3,5950,144,391
2019-520,Roland Garros,Clay,128,G,20190527,1225,105453,7,,Kei Nishikori,R,178,JPN,29.4,104542,,,Jo-Wilfried Tsonga,R,188,FRA,34.1,4-6 6-4 6-4 6-4,5,R64,182,0,3,123,85,60,20,20,9,13,7,3,132,81,55,23,20,9,15,7,3860,82,670
2019-520,Roland Garros,Clay,128,G,20190527,1226,111513,31,,Laslo Djere,R,188,SRB,23.9,200615,,WC,Alexei Popyrin,R,196,AUS,19.8,6-4 7-6(4) 6-4,5,R64,135,2,2,111,73,58,23,16,6,6,6,2,103,61,45,26,16,7,9,32,1314,109,520
2019-520,Roland Garros,Clay,128,G,20190527,1227,105807,,,Pablo Carreno Busta,R,188,ESP,27.8,200282,21,,Alex De Minaur,R,183,AUS,20.2,6-3 6-1 6-1,5,R64,112,2,0,72,49,37,14,12,7,7,5,2,93,52,31,14,11,9,16,57,860,25,1410
2019-520,Roland Garros,Clay,128,G,20190527,1228,105332,,,Benoit Paire,R,196,FRA,30,105732,,,Pierre Hugues Herbert,R,188,FRA,28.1,6-2 6-2 5-7 6-7(6) 11-9,5,R64,273,15,13,197,98,68,53,30,14,20,5,3,213,142,88,33,30,19,29,38,1168,43,1053
2019-520,Roland Garros,Clay,128,G,20190527,1229,106228,,,Juan Ignacio Londero,R,180,ARG,25.7,104755,,,Richard Gasquet,R,183,FRA,32.9,6-2 3-6 6-3 6-4,5,R64,134,6,2,97,58,46,26,18,4,6,6,5,102,55,38,22,18,7,12,78,695,39,1125
2019-520,Roland Garros,Clay,128,G,20190527,1230,144895,,WC,Corentin Moutet,L,180,FRA,20.1,105550,19,,Guido Pella,L,183,ARG,29,6-3 6-1 2-6 7-5,5,R64,151,1,2,107,78,43,17,18,4,10,0,1,108,72,38,17,18,7,16,110,515,23,1460
2019-520,Roland Garros,Clay,128,G,20190527,1231,105676,27,,David Goffin,R,180,BEL,28.4,200175,,,Miomir Kecmanovic,R,183,SRB,19.7,6-2 6-4 6-3,5,R64,109,8,2,68,45,34,13,14,2,4,3,2,100,71,39,12,13,12,19,29,1325,85,656
2019-520,Roland Garros,Clay,128,G,20190527,1232,104745,2,,Rafael Nadal,L,185,ESP,32.9,120424,,Q,Yannick Maden,R,185,GER,29.5,6-1 6-2 6-4,5,R64,129,3,3,72,46,34,16,13,0,2,1,1,74,47,27,7,12,4,11,2,7945,114,504
2019-520,Roland Garros,Clay,128,G,20190527,1301,104925,1,,Novak Djokovic,R,188,SRB,32,106099,,Q,Salvatore Caruso,R,185,ITA,26.4,6-3 6-3 6-2,5,R32,124,8,0,75,52,44,12,13,5,5,0,2,81,56,32,11,13,6,11,1,12355,147,388
2019-520,Roland Garros,Clay,128,G,20190527,1302,105526,,,Jan Lennard Struff,R,193,GER,29,106432,13,,Borna Coric,R,188,CRO,22.5,4-6 6-1 4-6 7-6(1) 11-9,5,R32,262,21,6,201,103,78,56,30,16,20,18,8,167,93,75,36,29,3,8,45,1035,15,2525
2019-520,Roland Garros,Clay,128,G,20190527,1303,104926,9,,Fabio Fognini,R,178,ITA,32,105138,18,,Roberto Bautista Agut,R,183,ESP,31.1,7-6(5) 6-4 4-6 6-1,5,R32,190,11,6,126,64,45,29,20,2,8,0,6,134,82,52,20,19,8,16,12,2785,21,1690
2019-520,Roland Garros,Clay,128,G,20190527,1304,100644,5,,Alexander Zverev,R,198,GER,22,105583,30,,Dusan Lajovic,R,183,SRB,28.9,6-4 6-2 4-6 1-6 6-2,5,R32,183,18,14,138,85,62,18,22,10,17,0,3,131,92,57,19,21,11,19,5,4360,35,1226
2019-520,Roland Garros,Clay,128,G,20190527,1305,106233,4,,Dominic Thiem,R,185,AUT,25.7,104655,,,Pablo Cuevas,R,180,URU,33.3,6-3 4-6 6-2 7-5,5,R32,156,5,2,113,71,55,22,20,4,8,3,5,117,75,48,17,19,5,12,4,4685,47,983
2019-520,Roland Garros,Clay,128,G,20190527,1306,104792,14,,Gael Monfils,R,193,FRA,32.7,126156,,WC,Antoine Hoang,R,183,FRA,23.5,6-3 6-2 6-3,5,R32,120,7,3,78,41,31,23,13,3,4,1,9,97,68,40,10,13,6,12,17,1965,146,388
2019-520,Roland Garros,Clay,128,G,20190527,1307,111575,10,,Karen Khachanov,R,198,RUS,23,105373,,,Martin Klizan,L,191,SVK,29.8,6-1 6-4 6-3,5,R32,101,11,1,70,46,37,12,13,1,3,1,3,80,49,24,14,13,2,9,11,2800,55,883
2019-520,Roland Garros,Clay,128,G,20190527,1308,105223,8,,Juan Martin del Potro,R,198,ARG,30.6,111442,,,Jordan Thompson,R,183,AUS,25.1,6-4 6-4 6-0,5,R32,121,12,1,70,50,40,11,13,1,2,8,2,91,59,35,12,13,10,16,9,3235,69,757
2019-520,Roland Garros,Clay,128,G,20190527,1309,126774,6,,Stefanos Tsitsipas,R,193,GRE,20.7,105936,,,Filip Krajinovic,R,185,SRB,27.2,7-5 6-3 6-7(5) 7-6(6),5,R32,214,8,8,158,95,71,32,23,11,16,2,4,141,91,59,26,22,8,15,6,4080,60,838
2019-520,Roland Garros,Clay,128,G,20190527,1310,104527,24,,Stan Wawrinka,R,183,SUI,34.1,105777,,,Grigor Dimitrov,R,191,BUL,28,7-6(5) 7-6(4) 7-6(8),5,R32,196,14,4,126,64,49,37,18,2,4,4,3,144,99,68,24,18,11,13,28,1365,46,997
2019-520,Roland Garros,Clay,128,G,20190527,1311,104919,,,Leonardo Mayer,R,188,ARG,32,103917,,WC,Nicolas Mahut,R,191,FRA,37.3,3-6 7-6(3) 6-4 7-6(3),5,R32,207,29,6,126,75,59,32,22,1,3,9,3,167,98,69,33,21,12,14,68,770,252,182
2019-520,Roland Garros,Clay,128,G,20190527,1312,103819,3,,Roger Federer,R,185,SUI,37.7,134770,,,Casper Ruud,R,183,NOR,20.4,6-3 6-1 7-6(8),5,R32,131,11,3,97,60,48,19,14,4,5,2,6,107,73,49,11,14,7,12,3,5950,63,810
2019-520,Roland Garros,Clay,128,G,20190527,1313,105453,7,,Kei Nishikori,R,178,JPN,29.4,111513,31,,Laslo Djere,R,188,SRB,23.9,6-4 6-7(6) 6-3 4-6 8-6,5,R32,266,7,6,171,113,79,29,28,8,14,11,6,189,114,73,37,27,12,21,7,3860,32,1314
2019-520,Roland Garros,Clay,128,G,20190527,1314,105332,,,Benoit Paire,R,196,FRA,30,105807,,,Pablo Carreno Busta,R,188,ESP,27.8,6-2 4-6 7-6(1) RET,5,R32,123,17,4,94,51,40,25,15,7,9,2,3,91,62,42,15,15,0,3,38,1168,57,860
2019-520,Roland Garros,Clay,128,G,20190527,1315,106228,,,Juan Ignacio Londero,R,180,ARG,25.7,144895,,WC,Corentin Moutet,L,180,FRA,20.1,2-6 6-3 6-4 5-7 6-4,5,R32,208,5,6,159,86,58,39,25,8,14,5,7,145,101,66,24,24,11,17,78,695,110,515
2019-520,Roland Garros,Clay,128,G,20190527,1316,104745,2,,Rafael Nadal,L,185,ESP,32.9,105676,27,,David Goffin,R,180,BEL,28.4,6-1 6-3 4-6 6-3,5,R32,169,5,5,96,56,44,28,18,1,2,3,1,105,63,40,22,17,5,10,2,7945,29,1325
2019-520,Roland Garros,Clay,128,G,20190527,1401,104925,1,,Novak Djokovic,R,188,SRB,32,105526,,,Jan Lennard Struff,R,193,GER,29,6-3 6-2 6-2,5,R16,93,6,3,69,43,37,18,13,1,1,4,3,70,36,26,14,12,2,7,1,12355,45,1035
2019-520,Roland Garros,Clay,128,G,20190527,1402,100644,5,,Alexander Zverev,R,198,GER,22,104926,9,,Fabio Fognini,R,178,ITA,32,3-6 6-2 6-2 7-6(5),5,R16,175,14,12,137,96,67,22,19,7,9,2,5,127,82,57,22,18,8,13,5,4360,12,2785
2019-520,Roland Garros,Clay,128,G,20190527,1403,106233,4,,Dominic Thiem,R,185,AUT,25.7,104792,14,,Gael Monfils,R,193,FRA,32.7,6-4 6-4 6-2,5,R16,108,2,0,73,44,35,18,14,0,1,3,5,87,54,36,14,14,7,12,4,4685,17,1965
