tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-580,Australian Open,Hard,128,G,20220117,122,126952,,,Soon Woo Kwon,R,180,KOR,24.1,208029,,,Holger Rune,R,188,DEN,18.7,3-6 6-4 3-6 6-3 6-2,5,R128,185,15,10,146,89,65,24,23,6,12,12,8,134,86,60,18,22,7,14,54,1085,99,742
2022-580,Australian Open,Hard,128,G,20220117,123,133430,14,,Denis Shapovalov,L,185,CAN,22.7,111513,,,Laslo Djere,R,188,SRB,26.6,7-6(3) 6-4 3-6 7-6(3),5,R128,203,13,5,126,71,58,28,22,2,6,6,4,149,91,65,28,21,6,10,14,2593,51,1156
2022-580,Australian Open,Hard,128,G,20220117,124,128034,10,,Hubert Hurkacz,R,196,POL,24.9,106078,,,Egor Gerasimov,R,196,BLR,29.1,6-2 7-6(3) 6-7(5) 6-3,5,R128,192,16,2,152,101,72,24,21,8,12,5,5,137,83,60,21,20,7,14,11,3336,106,714
2022-580,Australian Open,Hard,128,G,20220117,125,105173,,,Adrian Mannarino,L,180,FRA,33.5,105902,,,James Duckworth,R,183,AUS,29.9,6-4 2-6 3-6 6-2 6-1,5,R128,188,18,3,129,79,55,24,21,11,17,14,6,137,71,45,30,21,7,15,69,879,49,1166
2022-580,Australian Open,Hard,128,G,20220117,126,111456,,,Mackenzie Mcdonald,R,178,USA,26.7,110748,,Q,Nikola Milojevic,R,188,SRB,26.5,5-7 6-4 6-3 6-2,5,R128,155,7,3,109,63,50,25,20,3,7,1,4,122,79,49,21,19,12,19,55,1084,139,506
2022-580,Australian Open,Hard,128,G,20220117,127,106234,18,,Aslan Karatsev,R,185,RUS,28.3,144719,,,Jaume Munar,R,183,ESP,24.7,3-6 7-6(1) 6-7(3) 6-4 6-4,5,R128,292,7,8,192,110,72,38,27,9,17,6,4,180,126,78,28,26,19,27,15,2553,71,875
2022-580,Australian Open,Hard,128,G,20220117,128,111575,28,,Karen Khachanov,R,198,RUS,25.6,106045,,,Denis Kudla,R,180,USA,29.4,3-6 6-3 6-2 7-6(2),5,R128,149,17,2,106,71,62,17,19,4,6,5,2,108,65,44,26,19,7,11,30,1748,105,714
2022-580,Australian Open,Hard,128,G,20220117,129,126127,,,Benjamin Bonzi,R,183,FRA,25.6,105376,,,Peter Gojowczyk,R,188,GER,32.5,6-3 6-3 6-3,5,R128,94,21,0,70,46,41,13,14,0,0,11,4,101,51,35,21,13,9,14,63,979,82,802
2022-580,Australian Open,Hard,128,G,20220117,130,105870,,Q,Yannick Hanfmann,R,193,GER,30.1,106423,,WC,Thanasi Kokkinakis,R,193,AUS,25.7,6-2 6-3 6-2,5,R128,127,4,2,84,50,38,21,13,8,8,6,3,79,44,29,14,12,4,9,126,583,103,726
2022-580,Australian Open,Hard,128,G,20220117,131,104745,6,,Rafael Nadal,L,185,ESP,35.6,106218,,,Marcos Giron,R,180,USA,28.4,6-1 6-4 6-2,5,R128,109,7,2,72,51,43,13,13,2,2,2,2,74,49,26,13,12,4,9,5,4875,66,920
2022-580,Australian Open,Hard,128,G,20220117,132,144684,,,Alex Molcan,L,178,SVK,24.1,126128,,LL,Roman Safiullin,R,185,RUS,24.4,6-3 7-6(9) 5-7 7-6(6),5,R128,206,4,4,149,111,81,22,23,3,6,12,0,155,108,77,25,22,5,8,74,839,149,455
2022-580,Australian Open,Hard,128,G,20220117,133,104665,,,Pablo Andujar,R,180,ESP,35.9,106000,,LL,Damir Dzumhur,R,175,BIH,29.6,6-1 7-5 6-1,5,R128,109,0,0,73,62,48,7,13,3,3,1,2,80,55,29,13,13,1,7,83,800,161,429
2022-580,Australian Open,Hard,128,G,20220117,134,111794,,,Kamil Majchrzak,R,180,POL,26,104312,,,Andreas Seppi,R,190,ITA,37.9,6-1 6-1 7-5,5,R128,95,9,4,78,46,40,18,13,3,3,4,4,81,42,30,14,13,5,11,107,708,101,736
2022-580,Australian Open,Hard,128,G,20220117,135,200282,32,,Alex De Minaur,R,183,AUS,22.9,207518,,,Lorenzo Musetti,R,185,ITA,19.8,3-6 6-3 6-0 6-3,5,R128,150,4,0,92,63,42,19,17,3,6,2,2,113,69,38,20,16,13,21,42,1316,60,1004
2022-580,Australian Open,Hard,128,G,20220117,136,104918,,WC,Andy Murray,R,191,GBR,34.6,105932,21,,Nikoloz Basilashvili,R,185,GEO,29.9,6-1 3-6 6-4 6-7(5) 6-4,5,R128,232,13,1,144,89,63,30,24,4,10,13,7,158,94,56,31,24,10,19,113,671,23,2051
2022-580,Australian Open,Hard,128,G,20220117,137,106121,,Q,Taro Daniel,R,191,JPN,28.9,144642,,Q,Tomas Barrios Vera,R,191,CHI,24.1,7-6(5) 6-1 6-1,5,R128,119,8,1,70,47,41,16,13,1,1,5,1,92,68,41,9,13,7,12,120,606,147,458
2022-580,Australian Open,Hard,128,G,20220117,138,105449,,,Steve Johnson,R,188,USA,32,111442,,,Jordan Thompson,R,183,AUS,27.7,7-6(5) 6-7(6) 4-6 6-3 6-3,5,R128,222,15,5,158,90,72,39,26,2,5,19,3,159,110,82,23,26,10,15,104,724,73,860
2022-580,Australian Open,Hard,128,G,20220117,139,206173,11,,Jannik Sinner,R,191,ITA,20.4,105311,,LL,Joao Sousa,R,185,POR,32.8,6-4 7-5 6-1,5,R128,127,3,2,88,57,42,18,15,0,2,1,3,92,57,31,16,14,5,11,10,3390,140,500
2022-580,Australian Open,Hard,128,G,20220117,140,105138,15,,Roberto Bautista Agut,R,183,ESP,33.7,105882,,,Stefano Travaglia,R,185,ITA,30,7-6(2) 6-4 5-7 6-1,5,R128,175,3,1,119,92,61,19,21,4,8,6,6,132,78,47,27,20,10,17,18,2385,98,744
2022-580,Australian Open,Hard,128,G,20220117,141,104259,,,Philipp Kohlschreiber,R,178,GER,38.2,106065,,,Marco Cecchinato,R,185,ITA,29.2,6-4 7-5 7-6(0),5,R128,128,10,3,93,65,58,16,17,1,1,7,2,106,66,45,23,17,5,7,134,533,95,759
2022-580,Australian Open,Hard,128,G,20220117,142,126207,,,Frances Tiafoe,R,188,USA,23.9,105477,,Q,Marco Trungelliti,R,178,ARG,31.9,3-6 6-4 6-2 3-6 6-3,5,R128,172,7,3,145,88,69,25,23,3,6,14,4,130,84,63,20,22,8,12,34,1467,198,326
2022-580,Australian Open,Hard,128,G,20220117,143,126203,20,,Taylor Fritz,R,196,USA,24.2,109739,,Q,Maximilian Marterer,L,188,GER,26.5,7-6(8) 6-3 6-2,5,R128,113,16,0,75,50,44,17,15,2,3,4,2,100,53,36,22,14,3,8,22,2175,228,279
2022-580,Australian Open,Hard,128,G,20220117,144,105777,26,,Grigor Dimitrov,R,191,BUL,30.6,208103,,Q,Jiri Lehecka,R,185,CZE,20.1,6-4 4-6 6-3 7-5,5,R128,165,8,4,122,77,60,28,21,7,8,10,4,128,79,54,29,20,9,12,28,1821,142,494
2022-580,Australian Open,Hard,128,G,20220117,145,105332,,,Benoit Paire,R,196,FRA,32.6,106329,,,Thiago Monteiro,L,183,BRA,27.6,6-4 3-6 7-5 2-6 7-5,5,R128,218,30,13,156,82,70,35,26,8,12,13,3,158,109,77,26,25,10,14,56,1075,79,824
2022-580,Australian Open,Hard,128,G,20220117,146,202104,,,Sebastian Baez,R,170,ARG,21,105077,,,Albert Ramos,L,188,ESP,34,6-4 4-6 6-3 1-6 6-2,5,R128,206,3,2,141,112,70,9,22,5,13,1,4,156,107,61,22,22,11,20,88,791,44,1259
2022-580,Australian Open,Hard,128,G,20220117,147,126774,4,,Stefanos Tsitsipas,R,193,GRE,23.4,144707,,,Mikael Ymer,R,183,SWE,23.3,6-2 6-4 6-3,5,R128,130,6,3,87,56,39,18,14,9,11,2,4,91,52,33,16,13,6,13,4,6540,86,793
2022-580,Australian Open,Hard,128,G,20220117,148,126094,5,,Andrey Rublev,R,188,RUS,24.2,126149,,,Gianluca Mager,R,188,ITA,27.1,6-3 6-2 6-2,5,R128,84,13,3,64,37,30,17,13,4,5,10,5,81,41,29,13,12,3,10,6,4785,65,957
2022-580,Australian Open,Hard,128,G,20220117,149,105575,,,Ricardas Berankis,R,175,LTU,31.5,106148,,,Roberto Carballes Baena,R,183,ESP,28.8,6-1 3-6 2-6 6-3 6-4,5,R128,220,3,3,131,77,55,28,22,3,7,10,5,147,80,57,32,21,10,15,93,761,75,837
2022-580,Australian Open,Hard,128,G,20220117,150,105613,,Q,Norbert Gombos,R,193,SVK,31.4,207608,,Q,Timofey Skatov,R,175,KAZ,20.9,6-3 6-2 1-6 6-4,5,R128,173,5,5,99,68,47,18,17,6,9,0,3,124,92,52,18,17,11,16,117,624,253,240
2022-580,Australian Open,Hard,128,G,20220117,151,105227,27,,Marin Cilic,R,198,CRO,33.3,105877,,Q,Emilio Gomez,R,185,ECU,30.1,6-3 6-1 6-2,5,R128,100,17,3,69,41,35,14,12,2,3,2,5,70,44,21,12,12,4,11,27,1840,153,450
2022-580,Australian Open,Hard,128,G,20220117,152,105554,24,,Daniel Evans,R,175,GBR,31.6,105676,,,David Goffin,R,180,BEL,31.1,6-4 6-3 6-0,5,R128,108,10,2,67,42,34,15,13,0,1,1,2,76,43,24,15,12,5,11,24,1957,45,1216
2022-580,Australian Open,Hard,128,G,20220117,153,126239,,,Arthur Rinderknech,R,196,FRA,26.4,200615,,,Alexei Popyrin,R,196,AUS,22.4,7-5 4-6 6-2 3-6 6-3,5,R128,202,16,5,153,101,78,24,24,13,16,12,2,140,98,74,17,24,5,10,48,1178,59,1010
2022-580,Australian Open,Hard,128,G,20220117,154,200221,,,Alejandro Davidovich Fokina,R,183,ESP,22.6,106109,,WC,Alex Bolt,L,183,AUS,29,6-3 6-3 6-4,5,R128,118,3,1,95,65,41,22,14,4,5,5,3,86,52,35,14,14,6,11,50,1160,152,451
2022-580,Australian Open,Hard,128,G,20220117,155,200000,9,,Felix Auger Aliassime,R,193,CAN,21.4,200325,,,Emil Ruusuvuori,R,188,FIN,22.7,6-4 0-6 3-6 6-3 6-4,5,R128,220,8,7,132,72,49,32,22,6,11,3,1,133,96,68,19,22,13,17,9,3608,90,783
2022-580,Australian Open,Hard,128,G,20220117,156,106043,13,,Diego Schwartzman,R,170,ARG,29.4,105936,,,Filip Krajinovic,R,185,SRB,29.8,6-3 6-4 7-5,5,R128,148,3,5,90,57,38,17,16,6,10,3,3,95,66,35,13,15,9,17,13,2730,36,1427
2022-580,Australian Open,Hard,128,G,20220117,157,106331,,WC,Christopher Oconnell,R,183,AUS,27.6,200384,,,Hugo Gaston,L,173,FRA,21.3,7-6(4) 6-0 4-6 6-1,5,R128,155,4,4,109,75,53,19,18,4,7,4,6,124,68,45,24,17,15,22,175,383,67,919
2022-580,Australian Open,Hard,128,G,20220117,158,207830,,Q,Tomas Machac,R,183,CZE,21.2,207678,,,Juan Manuel Cerundolo,L,183,ARG,20.1,6-3 2-6 6-4 6-2,5,R128,175,5,2,107,59,41,25,18,6,10,3,4,133,77,47,24,17,12,19,132,555,80,818
2022-580,Australian Open,Hard,128,G,20220117,159,202195,,,Maxime Cressy,R,201,USA,24.6,104545,22,,John Isner,R,208,USA,36.7,7-6(2) 7-5 6-7(4) 6-7(4) 6-4,5,R128,250,31,20,185,110,90,46,29,9,9,39,2,169,114,91,35,29,5,7,70,875,25,1881
2022-580,Australian Open,Hard,128,G,20220117,160,104755,,,Richard Gasquet,R,183,FRA,35.5,200005,29,,Ugo Humbert,L,188,FRA,23.5,3-6 7-6(4) 7-6(3) 6-3,5,R128,198,12,6,129,82,65,27,21,1,4,9,4,159,103,71,31,21,7,10,81,807,40,1318
2022-580,Australian Open,Hard,128,G,20220117,161,122298,,,Botic Van De Zandschulp,R,191,NED,26.2,105526,,,Jan Lennard Struff,R,193,GER,31.7,6-4 6-3 6-2,5,R128,109,8,1,81,57,48,12,14,2,3,5,2,91,59,38,13,13,5,10,57,1069,52,1149
2022-580,Australian Open,Hard,128,G,20220117,162,106401,,,Nick Kyrgios,R,193,AUS,26.7,106281,,Q,Liam Broady,L,183,GBR,28,6-4 6-4 6-3,5,R128,114,21,1,72,58,47,11,15,1,1,6,2,88,55,36,20,14,4,8,115,648,128,569
2022-580,Australian Open,Hard,128,G,20220117,163,106421,2,,Daniil Medvedev,R,198,RUS,25.9,105967,,,Henri Laaksonen,R,185,SUI,29.7,6-1 6-4 7-6(3),5,R128,114,10,3,92,61,48,18,15,4,5,1,0,90,57,35,14,14,2,6,2,8935,91,781
2022-580,Australian Open,Hard,128,G,20220117,164,200175,,,Miomir Kecmanovic,R,183,SRB,22.3,126205,,,Tommy Paul,R,185,USA,24.6,7-6(7) 7-5 7-6(8),5,R64,178,7,0,135,84,64,31,18,8,10,9,3,130,84,60,28,18,4,7,77,836,41,1317
2022-580,Australian Open,Hard,128,G,20220117,165,132283,25,,Lorenzo Sonego,R,191,ITA,26.6,106214,,,Oscar Otte,R,193,GER,28.5,2-6 6-2 6-3 6-1,5,R64,151,7,3,107,72,46,21,16,9,12,7,3,93,46,30,22,16,5,12,26,1860,96,748
2022-580,Australian Open,Hard,128,G,20220117,166,104792,17,,Gael Monfils,R,193,FRA,35.3,122330,,,Alexander Bublik,R,196,KAZ,24.5,6-1 6-0 6-4,5,R64,89,11,1,73,47,35,18,12,4,4,4,8,88,54,32,12,11,9,15,20,2373,37,1411
2022-580,Australian Open,Hard,128,G,20220117,167,106426,16,,Cristian Garin,R,185,CHI,25.6,124079,,,Pedro Martinez,R,185,ESP,24.7,6-7(1) 7-6(4) 2-6 6-2 6-2,5,R64,275,11,8,180,111,74,34,24,13,18,7,11,165,99,72,30,24,4,11,19,2375,61,1001
2022-580,Australian Open,Hard,128,G,20220117,168,200624,,,Sebastian Korda,R,196,USA,21.5,144895,,,Corentin Moutet,L,180,FRA,22.7,3-6 6-4 6-7(2) 7-5 7-6(6),5,R64,287,6,3,209,153,99,32,28,18,23,8,4,171,116,87,29,27,9,14,43,1286,100,737
2022-580,Australian Open,Hard,128,G,20220117,169,105807,19,,Pablo Carreno Busta,R,188,ESP,30.5,134868,,,Tallon Griekspoor,R,188,NED,25.5,6-3 6-7(6) 7-6(3) 3-6 6-4,5,R64,250,10,9,162,110,78,24,26,7,13,10,14,187,100,70,41,26,10,17,21,2305,62,1001
2022-580,Australian Open,Hard,128,G,20220117,170,207989,31,,Carlos Alcaraz,R,183,ESP,18.7,105583,,,Dusan Lajovic,R,183,SRB,31.5,6-2 6-1 7-5,5,R64,116,3,3,83,61,45,13,14,0,1,0,2,88,64,36,10,13,5,11,31,1609,39,1346
2022-580,Australian Open,Hard,128,G,20220117,171,126610,7,,Matteo Berrettini,R,196,ITA,25.7,111578,,WC,Stefan Kozlov,R,183,USA,23.9,6-1 4-6 6-4 6-1,5,R64,158,21,1,100,70,55,17,17,4,5,1,5,114,78,50,12,17,10,16,7,4568,169,401
2022-580,Australian Open,Hard,128,G,20220117,172,100644,3,,Alexander Zverev,R,198,GER,24.7,105357,,,John Millman,R,183,AUS,32.5,6-4 6-4 6-0,5,R64,119,14,7,74,55,47,5,13,2,3,0,0,69,39,18,21,13,3,9,3,7970,89,788
2022-580,Australian Open,Hard,128,G,20220117,173,105430,,Q,Radu Albot,R,175,MDA,32.1,126846,,WC,Aleksandar Vukic,R,188,AUS,25.7,6-4 7-6(4) 6-4,5,R64,136,3,1,100,64,48,24,16,5,6,11,2,102,59,44,25,16,8,11,124,587,144,477
2022-580,Australian Open,Hard,128,G,20220117,174,124187,23,,Reilly Opelka,R,211,USA,24.3,136440,,,Dominik Koepfer,L,180,GER,27.7,6-4 6-3 7-6(4),5,R64,133,18,5,106,65,57,20,16,7,8,5,4,94,67,48,16,15,7,10,29,1776,53,1096
2022-580,Australian Open,Hard,128,G,20220117,175,133430,14,,Denis Shapovalov,L,185,CAN,22.7,126952,,,Soon Woo Kwon,R,180,KOR,24.1,7-6(6) 6-7(3) 6-7(6) 7-5 6-2,5,R64,265,29,10,181,120,97,26,28,3,7,3,6,198,122,82,39,28,12,19,14,2593,54,1085
2022-580,Australian Open,Hard,128,G,20220117,176,105173,,,Adrian Mannarino,L,180,FRA,33.5,128034,10,,Hubert Hurkacz,R,196,POL,24.9,6-4 6-2 6-3,5,R64,123,6,0,89,59,42,17,14,9,10,11,2,92,60,34,14,13,8,14,69,879,11,3336
2022-580,Australian Open,Hard,128,G,20220117,177,106234,18,,Aslan Karatsev,R,185,RUS,28.3,111456,,,Mackenzie Mcdonald,R,178,USA,26.7,3-6 6-2 6-2 6-3,5,R64,153,6,3,100,65,47,17,17,2,5,6,3,112,70,48,17,17,10,17,15,2553,55,1084
2022-580,Australian Open,Hard,128,G,20220117,178,111575,28,,Karen Khachanov,R,198,RUS,25.6,126127,,,Benjamin Bonzi,R,183,FRA,25.6,6-4 6-0 7-5,5,R64,124,19,2,93,67,47,14,14,3,4,2,4,102,59,38,17,14,7,13,30,1748,63,979
2022-580,Australian Open,Hard,128,G,20220117,179,104745,6,,Rafael Nadal,L,185,ESP,35.6,105870,,Q,Yannick Hanfmann,R,193,GER,30.1,6-2 6-3 6-4,5,R64,162,1,5,85,46,35,25,14,2,2,5,1,96,56,34,20,13,12,16,5,4875,126,583
2022-580,Australian Open,Hard,128,G,20220117,180,104665,,,Pablo Andujar,R,180,ESP,35.9,144684,,,Alex Molcan,L,178,SVK,24.1,6-4 7-6(6) 0-6 6-1,5,R64,187,2,3,137,92,57,25,18,14,18,7,2,109,80,54,14,17,4,8,83,800,74,839
2022-580,Australian Open,Hard,128,G,20220117,181,200282,32,,Alex De Minaur,R,183,AUS,22.9,111794,,,Kamil Majchrzak,R,180,POL,26,6-4 6-4 6-2,5,R64,99,11,3,76,52,44,15,14,3,3,3,0,80,53,35,13,14,2,6,42,1316,107,708
2022-580,Australian Open,Hard,128,G,20220117,182,106121,,Q,Taro Daniel,R,191,JPN,28.9,104918,,WC,Andy Murray,R,191,GBR,34.6,6-4 6-4 6-4,5,R64,168,12,2,98,57,45,21,15,9,11,7,3,108,67,44,16,15,5,10,120,606,113,671
2022-580,Australian Open,Hard,128,G,20220117,183,206173,11,,Jannik Sinner,R,191,ITA,20.4,105449,,,Steve Johnson,R,188,USA,32,6-2 6-4 6-3,5,R64,101,11,2,71,45,37,18,14,1,1,5,1,84,47,33,15,13,3,8,10,3390,104,724
2022-580,Australian Open,Hard,128,G,20220117,184,105138,15,,Roberto Bautista Agut,R,183,ESP,33.7,104259,,,Philipp Kohlschreiber,R,178,GER,38.2,6-1 6-0 6-3,5,R64,88,5,1,60,34,28,18,11,1,1,3,5,71,43,22,10,11,9,16,18,2385,134,533
2022-580,Australian Open,Hard,128,G,20220117,185,126203,20,,Taylor Fritz,R,196,USA,24.2,126207,,,Frances Tiafoe,R,188,USA,23.9,6-4 6-3 7-6(5),5,R64,159,21,6,120,76,55,23,16,6,8,6,3,116,63,41,26,15,10,14,22,2175,34,1467
2022-580,Australian Open,Hard,128,G,20220117,186,105332,,,Benoit Paire,R,196,FRA,32.6,105777,26,,Grigor Dimitrov,R,191,BUL,30.6,6-4 6-4 6-7(4) 7-6(2),5,R64,198,14,9,152,77,63,39,22,5,7,7,6,149,97,65,28,22,8,12,56,1075,28,1821
2022-580,Australian Open,Hard,128,G,20220117,187,126774,4,,Stefanos Tsitsipas,R,193,GRE,23.4,202104,,,Sebastian Baez,R,170,ARG,21,7-6(1) 6-7(5) 6-3 6-4,5,R64,202,12,3,142,97,76,21,22,4,6,5,4,156,115,73,23,21,14,18,4,6540,88,791
2022-580,Australian Open,Hard,128,G,20220117,188,126094,5,,Andrey Rublev,R,188,RUS,24.2,105575,,,Ricardas Berankis,R,175,LTU,31.5,6-4 6-2 6-0,5,R64,107,13,3,80,40,34,21,12,4,4,2,5,95,50,31,16,12,9,15,6,4785,93,761
2022-580,Australian Open,Hard,128,G,20220117,189,105227,27,,Marin Cilic,R,198,CRO,33.3,105613,,Q,Norbert Gombos,R,193,SVK,31.4,6-2 6-3 3-6 7-6(6),5,R64,160,20,2,106,59,51,29,19,1,3,6,4,124,79,56,21,19,4,8,27,1840,117,624
2022-580,Australian Open,Hard,128,G,20220117,190,105554,24,,Daniel Evans,R,175,GBR,31.6,126239,,,Arthur Rinderknech,R,196,FRA,26.4,W/O,5,R64,0,,,,,,,,,,,,,,,,,,,24,1957,48,1178
