tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-580,Australian Open,Hard,128,G,20180115,116,105227,6,,Marin Cilic,R,198,CRO,29.2,105577,,Q,Vasek Pospisil,R,193,CAN,27.5,6-2 6-2 4-6 7-6(5),5,R128,197,20,3,118,71,55,26,19,3,5,12,6,153,80,59,30,19,13,18,6,3805,105,541
2018-580,Australian Open,Hard,128,G,20180115,117,105777,3,,Grigor Dimitrov,R,191,BUL,26.6,110602,,Q,Dennis Novak,R,183,AUT,24.3,6-3 6-2 6-1,5,R128,98,7,5,69,38,33,18,12,2,2,3,2,83,49,26,13,12,8,14,3,4990,226,232
2018-580,Australian Open,Hard,128,G,20180115,118,111456,,Q,Mackenzie Mcdonald,R,178,USA,22.7,111200,,Q,Elias Ymer,R,185,SWE,21.7,6-4 6-3 4-6 6-1,5,R128,155,3,7,115,73,56,20,18,5,7,2,4,124,64,42,26,18,7,13,186,277,140,398
2018-580,Australian Open,Hard,128,G,20180115,119,104571,,,Marcos Baghdatis,R,183,CYP,32.5,106026,,Q,Yuki Bhambri,R,185,IND,25.5,7-6(4) 6-4 6-3,5,R128,129,12,1,86,51,36,20,15,3,6,0,1,104,75,41,16,16,3,9,123,474,119,487
2018-580,Australian Open,Hard,128,G,20180115,120,126094,30,,Andrey Rublev,R,188,RUS,20.2,103970,,,David Ferrer,R,175,ESP,35.7,7-5 6-7(6) 6-2 6-7(6) 6-2,5,R128,230,13,15,179,96,68,34,26,9,17,3,10,165,102,56,28,26,8,21,32,1373,33,1360
2018-580,Australian Open,Hard,128,G,20180115,121,106401,17,,Nick Kyrgios,R,193,AUS,22.7,104297,,,Rogerio Dutra Silva,R,178,BRA,33.9,6-1 6-2 6-4,5,R128,87,16,1,79,58,44,13,13,2,2,3,3,70,49,30,8,12,2,7,17,2260,98,566
2018-580,Australian Open,Hard,128,G,20180115,122,104678,,,Viktor Troicki,R,193,SRB,31.9,106109,,WC,Alex Bolt,L,183,AUS,25,6-7(2) 4-6 6-2 6-3 6-4,5,R128,169,22,5,151,107,81,20,25,7,10,12,5,141,83,61,28,24,6,12,65,800,188,274
2018-580,Australian Open,Hard,128,G,20180115,123,133430,,,Denis Shapovalov,L,185,CAN,18.7,126774,,,Stefanos Tsitsipas,R,193,GRE,19.4,6-1 6-3 7-6(5),5,R128,116,9,6,81,46,38,24,14,1,2,6,6,91,46,30,23,14,3,8,50,986,82,655
2018-580,Australian Open,Hard,128,G,20180115,124,104542,15,,Jo-Wilfried Tsonga,R,188,FRA,32.7,110536,,Q,Kevin King,L,191,USA,26.8,6-4 6-4 6-1,5,R128,121,5,4,86,51,41,18,13,5,5,6,6,107,71,45,13,14,10,15,15,2320,214,248
2018-580,Australian Open,Hard,128,G,20180115,125,106378,,,Kyle Edmund,R,188,GBR,23,104731,11,,Kevin Anderson,R,203,RSA,31.6,6-7(4) 6-3 3-6 6-3 6-4,5,R128,239,11,5,170,108,84,31,25,9,11,35,2,139,93,77,22,24,7,11,49,992,12,2610
2018-580,Australian Open,Hard,128,G,20180115,126,104797,,,Denis Istomin,R,185,UZB,31.3,105732,,,Pierre Hugues Herbert,R,188,FRA,26.8,6-2 6-1 5-7 7-6(3),5,R128,178,7,2,127,86,60,26,20,2,4,10,7,130,78,54,23,19,7,12,60,848,74,690
2018-580,Australian Open,Hard,128,G,20180115,127,105932,,,Nikoloz Basilashvili,R,185,GEO,25.8,105589,,,Gerald Melzer,L,188,AUT,27.5,6-3 6-4 2-6 6-3,5,R128,139,4,2,102,61,46,21,18,5,9,11,3,119,67,42,24,18,10,16,61,836,102,545
2018-580,Australian Open,Hard,128,G,20180115,128,105074,,Q,Ruben Bemelmans,L,183,BEL,30,106298,18,,Lucas Pouille,R,185,FRA,23.8,6-4 6-4 6-7(4) 7-6(6),5,R128,191,11,2,166,108,73,38,22,12,14,14,6,137,85,61,29,22,4,8,117,488,18,2235
2018-580,Australian Open,Hard,128,G,20180115,129,106415,,,Yoshihito Nishioka,L,170,JPN,22.3,104259,27,,Philipp Kohlschreiber,R,178,GER,34.2,6-3 2-6 6-0 1-6 6-2,5,R128,159,3,2,116,79,50,17,19,11,17,8,4,122,68,42,22,19,11,19,168,318,29,1415
2018-580,Australian Open,Hard,128,G,20180115,130,104312,,,Andreas Seppi,R,190,ITA,33.9,144895,,WC,Corentin Moutet,L,180,FRA,18.7,3-6 6-4 6-2 6-2,5,R128,153,2,2,121,68,48,24,18,6,11,5,5,101,62,35,17,17,7,15,76,686,155,361
2018-580,Australian Open,Hard,128,G,20180115,131,103333,,,Ivo Karlovic,R,208,CRO,38.8,111513,,,Laslo Djere,R,188,SRB,22.6,7-6(3) 6-3 7-6(2),5,R128,141,21,9,118,74,64,21,17,7,8,9,1,107,73,54,19,16,7,9,89,615,85,624
2018-580,Australian Open,Hard,128,G,20180115,132,105216,,,Yuichi Sugita,R,173,JPN,29.3,106058,8,,Jack Sock,R,191,USA,25.3,6-1 7-6(4) 5-7 6-3,5,R128,153,14,4,121,71,53,30,21,7,12,6,7,112,69,47,17,19,2,9,41,1200,9,2960
2018-580,Australian Open,Hard,128,G,20180115,133,106233,5,,Dominic Thiem,R,185,AUT,24.3,105550,,,Guido Pella,L,183,ARG,27.6,6-4 6-4 6-4,5,R128,136,15,5,111,69,54,21,15,6,6,3,1,90,55,39,20,15,5,8,5,4060,56,864
2018-580,Australian Open,Hard,128,G,20180115,134,106045,,Q,Denis Kudla,R,180,USA,25.4,105449,,,Steve Johnson,R,188,USA,28,6-7(5) 6-3 7-6(3) 6-2,5,R128,169,9,5,130,74,55,36,21,2,4,13,9,137,65,46,37,20,6,11,190,272,48,1010
2018-580,Australian Open,Hard,128,G,20180115,135,106210,,,Jiri Vesely,L,198,CZE,24.5,106324,,Q,Vaclav Safranek,R,183,CZE,23.6,6-4 6-3 6-3,5,R128,108,15,2,86,62,46,17,14,5,5,1,0,85,59,37,16,14,2,6,64,815,225,236
2018-580,Australian Open,Hard,128,G,20180115,136,105173,26,,Adrian Mannarino,L,180,FRA,29.5,126610,,LL,Matteo Berrettini,R,196,ITA,21.7,6-4 6-4 6-4,5,R128,107,1,2,78,47,40,21,15,1,1,12,2,79,48,37,17,15,1,4,27,1625,130,442
2018-580,Australian Open,Hard,128,G,20180115,137,104269,,,Fernando Verdasco,L,188,ESP,34.1,105138,20,,Roberto Bautista Agut,R,183,ESP,29.7,6-1 7-5 7-5,5,R128,127,10,5,77,54,45,11,15,2,4,1,1,107,80,46,11,16,4,11,40,1225,21,2015
2018-580,Australian Open,Hard,128,G,20180115,138,109739,,,Maximilian Marterer,L,188,GER,22.5,105649,,,Cedrik Marcel Stebe,L,183,GER,27.2,6-0 6-3 6-4,5,R128,97,8,0,66,36,28,20,12,1,2,1,7,89,61,34,9,13,11,18,94,587,83,645
2018-580,Australian Open,Hard,128,G,20180115,139,105815,,,Tennys Sandgren,R,188,USA,26.4,104871,,,Jeremy Chardy,R,188,FRA,30.9,6-4 7-6(2) 6-2,5,R128,105,12,1,89,69,56,11,15,2,2,6,4,86,54,42,13,15,2,5,97,583,84,640
2018-580,Australian Open,Hard,128,G,20180115,140,104527,9,,Stan Wawrinka,R,183,SUI,32.8,105575,,,Ricardas Berankis,R,175,LTU,27.5,6-3 6-4 2-6 7-6(2),5,R128,167,15,5,134,67,48,36,20,5,9,11,1,116,72,50,27,19,8,12,8,3060,136,433
2018-580,Australian Open,Hard,128,G,20180115,141,104925,14,,Novak Djokovic,R,188,SRB,30.6,105385,,,Donald Young,L,183,USA,28.4,6-1 6-2 6-4,5,R128,111,4,1,66,38,30,20,13,1,2,2,2,103,59,28,24,12,19,25,14,2335,63,816
2018-580,Australian Open,Hard,128,G,20180115,142,104792,,,Gael Monfils,R,193,FRA,31.3,144719,,Q,Jaume Munar,R,183,ESP,20.6,6-3 7-6(5) 6-4,5,R128,121,13,13,94,50,38,21,16,2,6,6,5,88,54,33,14,15,3,9,39,1265,187,275
2018-580,Australian Open,Hard,128,G,20180115,143,105065,,WC,Tim Smyczek,R,175,USA,30,200615,,WC,Alexei Popyrin,R,196,AUS,18.4,6-3 6-7(14) 6-3 6-3,5,R128,177,16,5,143,85,62,34,20,10,12,17,11,151,79,57,31,19,8,14,131,441,550,55
2018-580,Australian Open,Hard,128,G,20180115,144,105077,21,,Albert Ramos,L,188,ESP,29.9,111577,,,Jared Donaldson,R,188,USA,21.2,6-2 6-3 6-4,5,R128,111,3,2,84,46,36,22,14,5,6,9,3,67,31,25,15,13,2,7,22,1845,54,878
2018-580,Australian Open,Hard,128,G,20180115,145,111202,,,Hyeon Chung,R,188,KOR,21.6,104999,32,,Mischa Zverev,L,190,GER,30.4,6-2 4-1 RET,5,R128,48,3,2,35,21,17,9,6,3,3,1,3,45,33,15,6,7,2,6,58,857,35,1302
2018-580,Australian Open,Hard,128,G,20180115,146,106421,,,Daniil Medvedev,R,198,RUS,21.9,106423,,WC,Thanasi Kokkinakis,R,193,AUS,21.7,6-2 6-7(6) 7-6(8) 6-4,5,R128,209,11,7,142,98,78,22,21,8,9,6,9,142,85,59,31,21,3,7,53,884,216,245
2018-580,Australian Open,Hard,128,G,20180115,147,105376,,,Peter Gojowczyk,R,188,GER,28.5,105062,,,Mikhail Kukushkin,R,183,KAZ,30,6-3 6-3 6-1,5,R128,104,6,2,91,61,44,15,13,7,8,1,2,86,55,31,10,12,6,12,62,827,69,730
2018-580,Australian Open,Hard,128,G,20180115,148,100644,4,,Alexander Zverev,R,198,GER,20.7,105341,,,Thomas Fabbiano,R,173,ITA,28.6,6-1 7-6(5) 7-5,5,R128,142,17,5,115,76,54,20,16,12,14,5,6,103,51,35,21,15,5,10,4,4610,73,701
2018-580,Australian Open,Hard,128,G,20180115,149,105676,7,,David Goffin,R,180,BEL,27.1,104897,,Q,Matthias Bachinger,R,188,GER,30.7,6-7(3) 6-3 6-2 6-4,5,R128,153,13,7,121,75,55,26,20,4,7,6,4,111,66,47,19,19,5,12,7,3775,182,280
2018-580,Australian Open,Hard,128,G,20180115,150,103898,,,Julien Benneteau,R,185,FRA,36,106121,,,Taro Daniel,R,191,JPN,24.9,6-7(6) 7-6(0) 6-4 6-1,5,R128,207,8,5,132,90,68,17,20,5,9,14,2,160,104,59,29,21,10,18,59,855,96,585
2018-580,Australian Open,Hard,128,G,20180115,151,105539,,,Evgeny Donskoy,R,185,RUS,27.6,104252,,,Florian Mayer,R,190,GER,34.2,6-4 6-4 6-4,5,R128,116,10,2,87,63,45,13,15,4,6,7,4,116,63,42,24,15,14,19,72,710,68,733
2018-580,Australian Open,Hard,128,G,20180115,152,104926,25,,Fabio Fognini,R,178,ITA,30.6,104547,,,Horacio Zeballos,L,188,ARG,32.7,6-4 6-4 7-5,5,R128,122,16,3,90,60,42,19,16,4,7,4,3,108,74,41,18,16,8,14,25,1715,66,768
2018-580,Australian Open,Hard,128,G,20180115,153,104607,19,,Tomas Berdych,R,196,CZE,32.3,200282,,WC,Alex De Minaur,R,183,AUS,18.9,6-3 3-6 6-0 6-1,5,R128,125,5,4,87,56,47,14,16,1,3,4,4,102,75,43,9,15,8,15,20,2050,127,453
2018-580,Australian Open,Hard,128,G,20180115,154,104198,,,Guillermo Garcia Lopez,R,188,ESP,34.6,105332,,,Benoit Paire,R,196,FRA,28.6,6-0 6-7(4) 6-1 6-4,5,R128,148,4,2,110,69,50,27,17,2,2,12,10,140,75,48,26,18,10,17,71,720,42,1190
2018-580,Australian Open,Hard,128,G,20180115,155,111575,,,Karen Khachanov,R,198,RUS,21.6,105166,,LL,Peter Polansky,R,180,CAN,29.5,7-6(3) 7-6(2) 6-4,5,R128,147,21,2,112,75,58,21,17,9,11,8,3,116,68,47,23,17,4,7,47,1030,139,401
2018-580,Australian Open,Hard,128,G,20180115,156,105223,12,,Juan Martin del Potro,R,198,ARG,29.3,126207,,,Frances Tiafoe,R,188,USA,19.9,6-3 6-4 6-3,5,R128,134,14,1,86,61,51,10,14,4,4,9,2,91,46,32,21,14,3,7,10,2725,81,656
2018-580,Australian Open,Hard,128,G,20180115,157,105023,13,,Sam Querrey,R,198,USA,30.2,103852,,,Feliciano Lopez,L,188,ESP,36.3,6-3 6-4 6-2,5,R128,91,28,4,78,46,39,21,14,0,0,13,2,89,65,40,12,13,9,13,13,2535,38,1295
2018-580,Australian Open,Hard,128,G,20180115,158,105916,,,Marton Fucsovics,R,188,HUN,25.9,105430,,,Radu Albot,R,175,MDA,28.1,6-2 6-3 4-6 7-5,5,R128,196,6,6,122,63,48,26,19,11,16,0,5,145,102,56,17,20,12,21,80,674,87,618
2018-580,Australian Open,Hard,128,G,20180115,159,106044,,,Nicolas Kicker,R,178,ARG,25.4,111442,,,Jordan Thompson,R,183,AUS,23.7,6-3 6-1 4-6 3-6 6-3,5,R128,222,6,4,158,104,65,31,22,14,19,12,5,147,91,57,25,22,11,19,93,590,99,564
2018-580,Australian Open,Hard,128,G,20180115,160,105041,,,Lukas Lacko,R,185,SVK,30.2,105683,22,,Milos Raonic,R,196,CAN,27,6-7(5) 7-5 6-4 7-6(4),5,R128,202,19,7,151,91,73,32,23,4,5,36,6,156,91,77,29,23,6,9,86,621,23,1750
2018-580,Australian Open,Hard,128,G,20180115,161,104755,29,,Richard Gasquet,R,183,FRA,31.5,104882,,,Blaz Kavcic,R,188,SLO,30.8,6-1 6-4 7-5,5,R128,125,10,1,85,55,40,17,15,2,5,0,4,90,41,25,22,14,5,12,31,1375,106,540
2018-580,Australian Open,Hard,128,G,20180115,162,132283,,Q,Lorenzo Sonego,R,191,ITA,22.6,104898,,,Robin Haase,R,191,NED,30.7,6-3 7-5 6-7(6) 7-5,5,R128,183,13,4,147,89,68,33,23,3,5,8,3,136,88,63,25,22,7,12,219,243,43,1175
2018-580,Australian Open,Hard,128,G,20180115,163,105526,,,Jan Lennard Struff,R,193,GER,27.7,126952,,WC,Soon Woo Kwon,R,180,KOR,20.1,6-1 6-2 6-4,5,R128,77,19,3,70,39,34,18,13,2,3,9,8,71,29,17,20,12,2,8,55,870,174,301
2018-580,Australian Open,Hard,128,G,20180115,164,103819,2,,Roger Federer,R,185,SUI,36.4,105379,,,Aljaz Bedene,R,181,SLO,28.4,6-3 6-4 6-3,5,R128,99,12,3,81,58,45,14,14,2,2,2,5,90,50,35,18,14,9,13,2,9605,51,968
2018-580,Australian Open,Hard,128,G,20180115,201,104745,1,,Rafael Nadal,L,185,ESP,31.6,104919,,,Leonardo Mayer,R,188,ARG,30.6,6-3 6-4 7-6(4),5,R64,158,4,1,94,69,55,15,16,4,5,15,6,109,71,49,17,15,9,12,1,10600,52,929
2018-580,Australian Open,Hard,128,G,20180115,202,106000,28,,Damir Dzumhur,R,175,BIH,25.6,105357,,,John Millman,R,183,AUS,28.5,7-5 3-6 6-4 6-1,5,R64,159,7,5,117,65,45,28,19,4,8,13,3,121,81,51,19,19,8,15,30,1391,122,476
2018-580,Australian Open,Hard,128,G,20180115,203,106043,24,,Diego Schwartzman,R,170,ARG,25.4,134770,,Q,Casper Ruud,R,183,NOR,19,6-4 6-2 6-3,5,R64,118,6,4,80,38,34,20,13,1,2,9,2,96,60,36,15,14,5,11,26,1675,138,422
2018-580,Australian Open,Hard,128,G,20180115,204,105238,,,Alexandr Dolgopolov,R,180,UKR,29.1,105051,,,Matthew Ebden,R,188,AUS,30.1,7-6(0) 6-3 6-4,5,R64,128,19,8,107,61,48,23,15,6,8,5,2,100,72,44,12,16,7,12,37,1296,78,684
2018-580,Australian Open,Hard,128,G,20180115,205,105807,10,,Pablo Carreno Busta,R,188,ESP,26.5,104468,,,Gilles Simon,R,183,FRA,33,6-2 3-0 RET,5,R64,44,5,0,33,20,15,9,5,4,4,2,2,35,20,12,2,6,2,6,11,2615,57,860
2018-580,Australian Open,Hard,128,G,20180115,206,104180,23,,Gilles Muller,L,193,LUX,34.6,104291,,,Malek Jaziri,R,185,TUN,33.9,7-5 6-4 6-7(5) 3-6 6-2,5,R64,242,32,8,175,109,91,26,25,12,14,11,9,171,92,69,45,26,13,18,28,1490,100,560
2018-580,Australian Open,Hard,128,G,20180115,207,105992,,,Ryan Harrison,R,185,USA,25.6,104655,31,,Pablo Cuevas,R,180,URU,32,6-4 7-6(5) 6-4,5,R64,116,14,3,93,58,51,18,16,0,0,7,7,102,56,43,22,16,3,5,45,1115,34,1345
2018-580,Australian Open,Hard,128,G,20180115,208,105227,6,,Marin Cilic,R,198,CRO,29.2,105311,,,Joao Sousa,R,185,POR,28.7,6-1 7-5 6-2,5,R64,105,20,0,61,41,38,18,14,0,0,6,2,87,52,36,12,13,5,10,6,3805,70,720
2018-580,Australian Open,Hard,128,G,20180115,209,105777,3,,Grigor Dimitrov,R,191,BUL,26.6,111456,,Q,Mackenzie Mcdonald,R,178,USA,22.7,4-6 6-2 6-4 0-6 8-6,5,R64,205,8,9,147,101,78,13,24,6,11,4,6,151,85,63,31,24,7,12,3,4990,186,277
2018-580,Australian Open,Hard,128,G,20180115,210,126094,30,,Andrey Rublev,R,188,RUS,20.2,104571,,,Marcos Baghdatis,R,183,CYP,32.5,6-4 6-7(5) 6-4 6-2,5,R64,182,5,14,122,60,50,25,20,3,8,23,6,150,81,57,25,20,15,24,32,1373,123,474
2018-580,Australian Open,Hard,128,G,20180115,211,106401,17,,Nick Kyrgios,R,193,AUS,22.7,104678,,,Viktor Troicki,R,193,SRB,31.9,7-5 6-4 7-6(2),5,R64,132,17,3,97,69,58,14,17,1,2,16,6,115,75,55,16,17,8,11,17,2260,65,800
2018-580,Australian Open,Hard,128,G,20180115,212,104542,15,,Jo-Wilfried Tsonga,R,188,FRA,32.7,133430,,,Denis Shapovalov,L,185,CAN,18.7,3-6 6-3 1-6 7-6(4) 7-5,5,R64,217,9,8,158,78,66,36,24,7,11,11,8,155,88,65,39,25,5,8,15,2320,50,986
2018-580,Australian Open,Hard,128,G,20180115,213,106378,,,Kyle Edmund,R,188,GBR,23,104797,,,Denis Istomin,R,185,UZB,31.3,6-2 6-2 6-4,5,R64,89,9,1,64,43,40,13,13,0,0,4,0,79,45,30,15,13,4,9,49,992,60,848
2018-580,Australian Open,Hard,128,G,20180115,214,105932,,,Nikoloz Basilashvili,R,185,GEO,25.8,105074,,Q,Ruben Bemelmans,L,183,BEL,30,7-5 6-1 6-3,5,R64,101,6,7,89,46,37,27,14,1,1,6,3,82,52,37,9,14,2,7,61,836,117,488
2018-580,Australian Open,Hard,128,G,20180115,215,104312,,,Andreas Seppi,R,190,ITA,33.9,106415,,,Yoshihito Nishioka,L,170,JPN,22.3,6-1 6-3 6-4,5,R64,111,9,3,91,48,40,22,13,5,5,1,3,80,51,30,14,13,3,8,76,686,168,318
2018-580,Australian Open,Hard,128,G,20180115,216,103333,,,Ivo Karlovic,R,208,CRO,38.8,105216,,,Yuichi Sugita,R,173,JPN,29.3,7-6(3) 6-7(3) 7-5 4-6 12-10,5,R64,273,53,10,207,137,117,37,34,11,12,16,14,213,133,110,42,34,8,10,89,615,41,1200
2018-580,Australian Open,Hard,128,G,20180115,217,106233,5,,Dominic Thiem,R,185,AUT,24.3,106045,,Q,Denis Kudla,R,180,USA,25.4,6-7(6) 3-6 6-3 6-2 6-3,5,R64,228,21,8,149,86,72,24,23,4,8,12,9,181,102,64,36,24,10,18,5,4060,190,272
2018-580,Australian Open,Hard,128,G,20180115,218,105173,26,,Adrian Mannarino,L,180,FRA,29.5,106210,,,Jiri Vesely,L,198,CZE,24.5,6-3 7-6(4) 5-7 6-3,5,R64,188,19,8,132,80,62,26,22,7,12,13,11,135,86,59,19,20,5,11,27,1625,64,815
2018-580,Australian Open,Hard,128,G,20180115,219,109739,,,Maximilian Marterer,L,188,GER,22.5,104269,,,Fernando Verdasco,L,188,ESP,34.1,6-4 4-6 7-6(5) 3-6 6-3,5,R64,207,16,2,160,108,79,27,25,6,8,15,8,149,105,82,22,25,4,6,94,587,40,1225
2018-580,Australian Open,Hard,128,G,20180115,220,105815,,,Tennys Sandgren,R,188,USA,26.4,104527,9,,Stan Wawrinka,R,183,SUI,32.8,6-2 6-1 6-4,5,R64,88,11,1,66,47,38,15,13,2,2,4,2,83,55,32,14,12,8,13,97,583,8,3060
2018-580,Australian Open,Hard,128,G,20180115,221,104925,14,,Novak Djokovic,R,188,SRB,30.6,104792,,,Gael Monfils,R,193,FRA,31.3,4-6 6-3 6-1 6-3,5,R64,165,5,11,117,77,56,18,18,5,8,5,15,114,60,38,22,17,8,15,14,2335,39,1265
2018-580,Australian Open,Hard,128,G,20180115,222,105077,21,,Albert Ramos,L,188,ESP,29.9,105065,,WC,Tim Smyczek,R,175,USA,30,6-4 6-2 7-6(2),5,R64,128,6,4,83,49,45,21,15,3,3,8,0,99,64,44,17,15,8,11,22,1845,131,441
2018-580,Australian Open,Hard,128,G,20180115,223,111202,,,Hyeon Chung,R,188,KOR,21.6,106421,,,Daniil Medvedev,R,198,RUS,21.9,7-6(4) 6-1 6-1,5,R64,116,3,4,77,46,39,20,13,2,3,12,2,97,63,38,13,13,6,12,58,857,53,884
2018-580,Australian Open,Hard,128,G,20180115,224,100644,4,,Alexander Zverev,R,198,GER,20.7,105376,,,Peter Gojowczyk,R,188,GER,28.5,6-1 6-3 4-6 6-3,5,R64,119,25,1,103,70,55,19,18,1,2,9,5,111,68,47,17,17,12,17,4,4610,62,827
2018-580,Australian Open,Hard,128,G,20180115,225,103898,,,Julien Benneteau,R,185,FRA,36,105676,7,,David Goffin,R,180,BEL,27.1,1-6 7-6(5) 6-1 7-6(4),5,R64,174,13,14,143,86,60,18,20,9,16,20,4,131,72,47,28,18,10,16,59,855,7,3775
2018-580,Australian Open,Hard,128,G,20180115,226,104926,25,,Fabio Fognini,R,178,ITA,30.6,105539,,,Evgeny Donskoy,R,185,RUS,27.6,2-6 6-3 6-4 6-1,5,R64,140,6,5,117,61,42,35,17,2,4,3,4,106,63,46,17,17,9,14,25,1715,72,710
2018-580,Australian Open,Hard,128,G,20180115,227,104607,19,,Tomas Berdych,R,196,CZE,32.3,104198,,,Guillermo Garcia Lopez,R,188,ESP,34.6,6-3 2-6 6-2 6-3,5,R64,151,12,2,109,64,51,20,17,6,9,8,5,109,58,39,25,17,7,13,20,2050,71,720
